Education,Marital_Status,Income,Kids,Days_is_client,Recency,Expenses,TotalNumPurchases,TotalAcceptedCmp,Complain,Response,Target
Postgraduate,Partner,65569,1,601,96,859,23,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,19514,2,154,47,69,10,1,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,36736,2,415,52,17,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,77568,1,673,30,2194,21,3,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,49187,1,169,63,116,8,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,30168,1,479,51,279,18,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,34053,1,657,14,103,7,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,38196,2,72,20,44,9,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,59412,0,71,56,406,15,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,70924,0,83,41,1363,20,1,0,0,High-Value Frequent Shoppers
Graduate,Partner,54165,0,397,72,236,11,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,32300,1,542,1,39,5,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,20180,0,494,27,137,8,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,34961,1,10,77,79,10,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,28440,1,357,87,63,6,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,64504,3,482,81,1314,25,0,0,1,High-Value Frequent Shoppers
Postgraduate,Partner,33564,1,5,51,71,6,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,17345,1,603,79,58,7,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,56320,1,447,11,702,21,0,0,0,High-Value Frequent Shoppers
Graduate,Single,28647,1,312,54,94,7,1,0,1,Family-Oriented Budget Shoppers
Undergraduate,Single,15038,1,516,93,80,7,0,0,0,Price-Conscious Minimal Shoppers
Postgraduate,Single,32173,1,332,0,22,5,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,68316,1,602,54,1211,32,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,74538,0,365,21,1461,22,1,0,1,High-Value Frequent Shoppers
Graduate,Single,91700,0,528,58,1968,20,0,0,1,High-Value Frequent Shoppers
Graduate,Partner,68695,0,4,3,1091,16,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,31056,1,523,99,55,5,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,28071,0,669,65,313,13,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,37334,2,123,44,62,11,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,46423,2,284,6,92,9,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,37126,1,91,9,72,6,1,0,1,Family-Oriented Budget Shoppers
Graduate,Partner,47703,1,396,95,655,21,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,61180,1,67,70,704,18,1,0,0,High-Value Frequent Shoppers
Graduate,Partner,38998,2,603,92,54,8,0,1,0,Family-Oriented Budget Shoppers
Graduate,Single,8028,0,649,62,178,16,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,76081,0,37,85,1033,14,1,0,0,High-Value Frequent Shoppers
Graduate,Partner,34728,1,334,2,36,5,0,0,1,Family-Oriented Budget Shoppers
Postgraduate,Single,33168,1,624,0,122,10,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,33585,1,277,91,122,7,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,77037,1,259,3,1123,27,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,35196,1,593,68,497,18,0,0,1,Family-Oriented Budget Shoppers
Graduate,Partner,44529,1,359,98,691,25,1,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,28764,2,24,16,12,4,1,0,0,Family-Oriented Budget Shoppers
Graduate,Single,25959,2,500,1,56,7,0,0,1,Family-Oriented Budget Shoppers
Postgraduate,Partner,27100,1,450,64,37,5,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,70596,0,632,68,968,21,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,42557,1,669,98,270,15,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,53312,0,324,32,278,12,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,72228,0,579,87,1250,22,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,67605,0,455,84,938,17,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,62845,2,636,3,1178,28,1,0,0,High-Value Frequent Shoppers
Graduate,Partner,65196,2,339,34,1155,26,1,0,0,High-Value Frequent Shoppers
Postgraduate,Single,42000,0,535,23,653,20,0,0,1,High-Value Frequent Shoppers
Postgraduate,Single,35860,2,41,37,49,6,1,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,65526,1,79,22,506,17,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,16860,2,655,19,38,8,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,83528,0,59,7,1650,23,2,0,1,High-Value Frequent Shoppers
Graduate,Single,64176,1,695,52,1826,33,0,0,0,High-Value Frequent Shoppers
Graduate,Single,22304,0,694,91,18,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,67023,0,117,93,906,24,0,1,0,High-Value Frequent Shoppers
Graduate,Partner,70713,1,573,23,1477,25,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,59925,1,576,83,766,23,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,39722,1,125,92,47,7,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,46610,0,346,4,467,14,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,88347,0,361,32,2116,21,1,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,87171,0,424,27,1298,25,2,0,0,High-Value Frequent Shoppers
Graduate,Partner,26907,2,313,10,22,6,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,50014,1,158,9,396,15,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,41014,1,433,65,20,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,66294,0,104,68,967,13,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,36715,1,589,16,357,19,0,0,1,Family-Oriented Budget Shoppers
Graduate,Partner,79456,0,676,12,1401,16,0,0,1,High-Value Frequent Shoppers
Graduate,Partner,40479,1,316,95,15,4,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,75345,0,512,16,2087,20,1,0,1,High-Value Frequent Shoppers
Graduate,Partner,54233,1,510,46,981,26,0,0,0,High-Value Frequent Shoppers
Graduate,Single,24163,2,260,3,17,6,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,84460,0,541,80,523,22,4,0,1,High-Value Frequent Shoppers
Graduate,Partner,43776,1,57,77,23,4,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,71691,0,104,0,1192,17,0,0,1,High-Value Frequent Shoppers
Postgraduate,Partner,85844,0,31,62,1958,20,1,0,0,High-Value Frequent Shoppers
Postgraduate,Single,39190,1,64,91,133,9,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,38578,2,372,2,73,9,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,57236,2,109,22,121,10,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,61825,1,326,56,424,15,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,79803,1,27,54,868,13,0,0,0,High-Value Frequent Shoppers
Graduate,Single,80910,0,606,71,756,15,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,27590,1,432,38,12,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,56775,1,543,62,937,25,0,0,0,High-Value Frequent Shoppers
Graduate,Single,83829,0,264,78,1862,17,3,0,1,High-Value Frequent Shoppers
Graduate,Partner,54210,1,405,18,367,14,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,38508,1,331,95,443,20,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,53187,1,246,66,267,13,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,30023,1,97,28,61,6,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,76045,0,226,78,1323,21,1,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,50870,1,10,13,63,6,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,65463,1,150,17,562,19,1,0,0,High-Value Frequent Shoppers
Graduate,Partner,66480,2,29,71,312,19,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,76773,0,489,79,1156,16,0,0,0,High-Value Frequent Shoppers
Graduate,Single,81698,0,485,1,1104,16,1,0,1,High-Value Frequent Shoppers
Postgraduate,Single,54466,2,140,78,16,4,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,16269,1,303,75,44,9,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,71819,1,305,70,1574,14,2,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,33569,1,256,10,63,5,1,0,1,Family-Oriented Budget Shoppers
Postgraduate,Partner,36262,0,282,24,426,12,1,0,1,Family-Oriented Budget Shoppers
Undergraduate,Partner,22634,0,529,47,96,6,0,0,0,Price-Conscious Minimal Shoppers
Graduate,Partner,47025,1,290,98,635,23,0,0,0,High-Value Frequent Shoppers
Graduate,Single,70566,1,266,4,757,22,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,31605,1,584,15,125,9,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,52034,2,408,67,332,16,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,48526,1,187,32,135,8,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,46734,1,588,40,330,14,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,39552,2,558,54,384,20,0,0,1,Family-Oriented Budget Shoppers
Graduate,Single,86358,2,690,78,1722,18,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,46931,3,66,94,78,7,0,0,0,Family-Oriented Budget Shoppers
Undergraduate,Single,16581,0,533,51,24,4,0,0,0,Price-Conscious Minimal Shoppers
Graduate,Single,63998,0,191,42,1168,25,0,0,1,High-Value Frequent Shoppers
Postgraduate,Partner,67381,1,530,67,957,17,1,0,0,High-Value Frequent Shoppers
Graduate,Single,25930,2,262,87,15,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,42693,1,22,29,57,5,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,85606,1,594,89,1956,24,1,0,0,High-Value Frequent Shoppers
Graduate,Single,72903,0,243,74,2013,21,3,0,1,High-Value Frequent Shoppers
Graduate,Partner,49669,1,36,97,326,14,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,36778,2,693,63,77,9,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,85696,0,422,88,1313,20,0,0,1,High-Value Frequent Shoppers
Graduate,Partner,49678,1,512,81,315,14,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,37155,1,514,51,74,7,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,21282,1,49,76,46,7,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,33419,1,316,76,86,8,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,63285,0,236,84,1103,25,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,21255,1,159,56,61,11,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,42162,1,222,31,145,9,1,0,1,Family-Oriented Budget Shoppers
Graduate,Partner,54450,2,653,0,684,31,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,57744,1,229,91,411,16,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,26576,1,624,40,27,4,1,0,1,Family-Oriented Budget Shoppers
Postgraduate,Single,57513,0,358,59,1060,27,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,68142,1,669,96,1459,24,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,7500,1,669,61,18,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,83145,0,645,14,1833,26,1,0,1,High-Value Frequent Shoppers
Postgraduate,Partner,54197,1,87,16,237,12,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,23091,2,32,98,48,10,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,46049,2,343,11,515,26,0,0,1,High-Value Frequent Shoppers
Graduate,Partner,56715,0,571,52,1020,15,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,79410,0,31,19,1370,11,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,57304,1,475,61,1026,25,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,44375,1,98,73,301,12,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,59594,1,617,74,499,17,1,0,0,High-Value Frequent Shoppers
Graduate,Partner,80685,0,676,55,1004,21,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,40344,1,259,48,218,12,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,62710,1,402,53,606,22,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,48985,1,359,13,75,6,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,35322,3,676,34,106,9,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,77142,0,396,54,990,17,0,0,0,High-Value Frequent Shoppers
Graduate,Single,81657,0,158,69,1097,16,0,0,0,High-Value Frequent Shoppers
Undergraduate,Partner,14421,0,132,81,16,4,1,0,0,Price-Conscious Minimal Shoppers
Postgraduate,Partner,74214,0,672,3,1711,16,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,66726,2,168,61,438,17,1,0,0,Family-Oriented Budget Shoppers
Undergraduate,Partner,23724,1,537,65,75,7,0,0,0,Price-Conscious Minimal Shoppers
Postgraduate,Partner,47353,1,228,93,225,13,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,33444,2,603,24,18,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,54386,1,408,8,470,17,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,28510,2,442,72,91,9,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,48070,1,532,33,504,19,0,1,0,Family-Oriented Budget Shoppers
Graduate,Partner,43140,1,540,68,235,11,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,54959,1,526,55,1232,21,1,0,1,High-Value Frequent Shoppers
Undergraduate,Single,15056,2,422,76,88,12,0,0,0,Price-Conscious Minimal Shoppers
Graduate,Single,26954,1,52,17,17,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,22327,1,331,94,24,5,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,44393,2,311,86,60,7,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,62000,1,308,25,1020,26,1,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,31497,1,570,22,155,10,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,45894,2,122,15,51,5,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,78579,0,554,35,1812,16,0,0,1,High-Value Frequent Shoppers
Postgraduate,Single,67369,1,589,81,1461,25,2,0,1,High-Value Frequent Shoppers
Graduate,Single,58401,1,70,55,96,6,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,62307,1,132,94,160,9,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,43641,2,433,50,139,10,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,70091,1,455,11,1161,19,1,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,78075,0,85,72,988,14,0,0,0,High-Value Frequent Shoppers
Graduate,Single,59184,1,658,6,1072,27,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,54809,2,291,0,174,12,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,58113,1,520,66,758,22,0,1,0,High-Value Frequent Shoppers
Postgraduate,Partner,51412,1,180,42,195,11,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,66636,0,316,64,1084,17,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,50965,1,494,87,685,22,1,0,0,High-Value Frequent Shoppers
Graduate,Partner,18351,0,243,1,43,6,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,40451,2,133,54,49,5,1,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,36317,1,403,53,133,9,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,42213,1,260,96,363,15,1,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,65748,1,440,58,545,18,0,1,0,Family-Oriented Budget Shoppers
Graduate,Partner,77044,1,245,12,1065,31,1,0,0,High-Value Frequent Shoppers
Graduate,Partner,74918,0,474,78,2047,21,1,0,0,High-Value Frequent Shoppers
Graduate,Partner,56721,2,606,64,296,15,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,42160,2,366,26,140,11,0,0,1,Family-Oriented Budget Shoppers
Graduate,Single,61559,1,347,8,530,17,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,33629,2,690,49,152,13,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,34377,1,526,55,114,8,0,0,0,Family-Oriented Budget Shoppers
Undergraduate,Single,8940,1,676,25,101,10,0,0,0,Price-Conscious Minimal Shoppers
Graduate,Partner,26228,1,280,50,25,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,77297,0,519,84,789,22,1,0,0,High-Value Frequent Shoppers
Graduate,Partner,40211,2,334,30,87,7,1,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,33438,2,280,81,90,11,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,75032,1,427,74,1215,20,0,0,0,High-Value Frequent Shoppers
Postgraduate,Single,61284,0,260,76,811,22,1,0,0,High-Value Frequent Shoppers
Graduate,Partner,22518,1,615,36,61,7,1,0,1,Family-Oriented Budget Shoppers
Postgraduate,Partner,54730,1,318,64,405,18,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,38452,2,91,62,72,9,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,44421,2,499,53,189,14,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,38197,1,365,86,40,5,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,41986,1,140,15,63,10,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,28427,1,465,67,52,7,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,37395,1,58,47,39,5,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,64722,1,34,47,805,25,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,55249,1,73,81,130,8,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,84906,0,268,98,1631,24,3,0,0,High-Value Frequent Shoppers
Graduate,Single,44213,2,212,48,152,12,0,0,0,Family-Oriented Budget Shoppers
Undergraduate,Single,25707,1,162,18,21,5,0,0,0,Price-Conscious Minimal Shoppers
Postgraduate,Partner,59062,3,269,74,71,7,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,76624,1,36,68,899,23,1,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,66000,0,70,36,711,10,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,27683,1,694,90,351,16,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,1730,0,42,65,8,15,0,0,0,Family-Oriented Budget Shoppers
Undergraduate,Single,7500,1,573,63,119,11,0,0,0,Price-Conscious Minimal Shoppers
Graduate,Partner,40521,2,450,82,21,4,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,20427,1,97,63,10,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,65106,1,36,55,973,27,1,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,69969,0,306,64,1536,13,2,0,1,High-Value Frequent Shoppers
Graduate,Partner,67433,2,348,51,992,28,1,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,77766,1,492,97,1529,34,1,0,1,High-Value Frequent Shoppers
Graduate,Partner,74716,1,290,92,860,17,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,55158,2,699,72,418,18,0,0,1,Family-Oriented Budget Shoppers
Graduate,Partner,62972,1,695,39,587,16,0,0,1,High-Value Frequent Shoppers
Graduate,Partner,74190,1,48,49,641,19,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,39356,2,102,21,23,4,1,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,76653,0,317,91,2279,23,2,0,0,High-Value Frequent Shoppers
Postgraduate,Single,90687,0,403,98,1779,17,1,0,1,High-Value Frequent Shoppers
Postgraduate,Partner,73450,0,206,85,1804,27,2,0,0,High-Value Frequent Shoppers
Graduate,Partner,31454,2,358,40,48,8,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,47139,2,115,2,83,7,0,0,1,Family-Oriented Budget Shoppers
Postgraduate,Partner,53378,2,643,41,793,29,0,0,1,High-Value Frequent Shoppers
Graduate,Partner,19656,1,506,94,84,9,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,45579,1,313,10,183,10,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,85485,0,8,73,1383,19,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,55956,0,83,22,999,16,1,0,0,High-Value Frequent Shoppers
Postgraduate,Single,64191,1,523,30,825,24,0,0,0,High-Value Frequent Shoppers
Graduate,Single,38808,1,672,21,246,14,1,0,1,Family-Oriented Budget Shoppers
Postgraduate,Partner,57183,2,467,51,610,25,0,0,0,High-Value Frequent Shoppers
Postgraduate,Single,23748,1,585,97,76,9,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,66303,1,488,56,1286,22,1,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,37368,1,195,4,30,4,1,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,40800,3,544,77,99,8,0,1,0,Family-Oriented Budget Shoppers
Graduate,Single,71847,0,646,95,1192,22,1,0,0,High-Value Frequent Shoppers
Graduate,Partner,46149,1,212,36,362,18,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,78687,0,689,13,2130,19,1,0,1,High-Value Frequent Shoppers
Graduate,Single,49118,0,680,90,1229,28,2,0,1,High-Value Frequent Shoppers
Postgraduate,Partner,37633,2,647,49,38,6,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,39767,0,343,18,485,17,0,0,0,Family-Oriented Budget Shoppers
Undergraduate,Partner,26997,0,601,89,434,13,0,0,0,Price-Conscious Minimal Shoppers
Graduate,Single,33986,1,472,43,44,5,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,57091,1,583,82,496,18,1,0,1,High-Value Frequent Shoppers
Graduate,Partner,46831,2,386,84,78,7,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,83151,0,504,80,2346,23,3,0,1,High-Value Frequent Shoppers
Graduate,Partner,52531,0,546,68,794,21,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,15759,0,297,12,17,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,43050,1,103,10,76,8,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,42997,2,204,91,15,4,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,48918,2,78,21,62,7,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,60033,1,92,28,198,10,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,34043,1,247,97,49,5,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,57811,1,370,49,802,25,1,0,0,High-Value Frequent Shoppers
Graduate,Partner,78569,0,130,14,1736,15,1,0,1,High-Value Frequent Shoppers
Graduate,Single,7500,2,549,5,57,10,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,23148,0,131,83,37,6,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,44267,2,489,48,310,16,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,71626,0,605,94,1305,19,1,0,0,High-Value Frequent Shoppers
Graduate,Partner,60894,1,366,61,832,26,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,50200,2,452,70,401,19,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,81051,0,37,43,1501,23,2,0,0,High-Value Frequent Shoppers
Graduate,Partner,65169,0,166,23,1189,28,4,0,1,High-Value Frequent Shoppers
Graduate,Partner,59868,1,342,37,1194,32,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,65695,1,149,50,656,21,0,0,0,High-Value Frequent Shoppers
Postgraduate,Single,64857,0,583,78,1540,23,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,45143,1,307,74,311,15,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,74805,1,235,14,820,26,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,59060,1,169,77,274,14,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,27238,2,435,39,57,9,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,47009,1,271,89,448,17,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,46094,2,19,62,44,5,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,37235,1,148,68,61,5,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,81843,0,433,13,1643,27,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,46692,1,388,37,397,15,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,77382,1,173,36,1121,26,1,0,0,High-Value Frequent Shoppers
Graduate,Single,37774,2,664,28,473,16,1,1,1,Family-Oriented Budget Shoppers
Undergraduate,Partner,18393,1,92,2,50,8,0,0,0,Price-Conscious Minimal Shoppers
Postgraduate,Partner,72828,1,500,17,1678,28,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,24711,0,72,86,58,7,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,45503,1,277,54,170,9,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,6560,0,199,2,373,2,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,71604,0,224,3,1196,17,1,0,1,High-Value Frequent Shoppers
Graduate,Partner,27244,1,114,84,101,8,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,48752,2,564,8,316,17,0,0,1,Family-Oriented Budget Shoppers
Graduate,Partner,71434,1,284,4,1400,21,2,0,0,High-Value Frequent Shoppers
Graduate,Single,90842,0,335,57,1424,27,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,88097,1,680,24,844,20,3,0,1,High-Value Frequent Shoppers
Graduate,Partner,51948,1,285,51,311,13,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,71853,0,417,29,1149,17,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,35876,0,70,13,129,8,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,40049,1,256,23,32,5,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,39660,1,690,36,299,14,0,0,1,Family-Oriented Budget Shoppers
Graduate,Partner,50127,1,31,88,320,13,1,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,43263,1,585,2,441,16,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,62845,2,636,3,1178,28,1,0,1,High-Value Frequent Shoppers
Graduate,Partner,18929,0,498,15,85,6,0,0,0,Family-Oriented Budget Shoppers
Undergraduate,Single,24367,1,466,58,24,4,0,0,0,Price-Conscious Minimal Shoppers
Graduate,Partner,26887,1,504,27,30,5,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,62061,1,302,12,800,24,1,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,76542,0,456,91,1483,23,0,0,0,High-Value Frequent Shoppers
